,emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
6537,7158,0.89,0.75,3,167,2,0,0,0,technical,low
6538,5656,0.17,0.86,3,286,6,0,0,0,marketing,high
6539,8107,0.87,0.67,3,139,2,0,0,0,sales,medium
6540,10157,0.99,0.61,5,196,3,0,0,0,technical,medium
6541,10633,0.78,0.91,3,177,2,0,0,0,sales,high
6542,536,0.37,0.56,2,156,3,0,1,0,sales,medium
6543,4631,0.24,0.89,5,228,4,1,0,0,support,high
6544,5845,0.49,0.92,4,229,2,0,0,0,technical,low
6545,6355,0.6,0.61,2,275,2,0,0,0,sales,low
6546,9639,0.68,0.84,5,161,3,0,0,0,sales,low
6547,6518,0.66,0.59,3,145,3,0,0,0,hr,medium
6548,6266,0.99,0.55,4,179,4,0,0,0,marketing,low
6549,7621,0.73,0.65,3,165,3,0,0,0,IT,low
6550,9659,0.61,0.96,4,161,3,1,0,0,technical,medium
6551,2949,0.83,0.93,4,261,2,0,0,0,support,medium
6552,12884,0.87,0.97,4,243,3,0,0,0,IT,high
6553,11015,0.52,0.89,3,188,6,0,0,0,marketing,medium
6554,12493,0.11,0.83,6,244,4,0,1,0,hr,medium
6555,3431,0.74,0.7,3,253,4,1,0,0,RandD,medium
6556,13486,0.48,0.84,4,186,7,0,0,1,management,medium
6557,5907,0.7,0.96,3,263,3,0,0,0,accounting,medium
6558,11188,0.49,0.91,4,134,4,0,0,0,accounting,low
6559,1773,0.83,0.93,4,269,5,0,1,0,sales,low
6560,6161,0.75,0.77,4,204,2,0,0,0,support,low
6561,5832,0.28,0.46,4,260,2,0,0,0,accounting,medium
6562,2697,0.5,0.55,3,176,3,0,0,0,sales,low
6563,43,0.4,0.46,2,127,3,0,1,0,technical,low
6564,1582,0.73,0.96,5,256,6,1,1,0,support,medium
6565,8294,0.89,0.64,4,237,2,0,0,0,support,medium
6566,9999,0.62,0.64,4,185,2,0,0,0,IT,medium
6567,13498,0.76,0.82,4,170,6,0,0,0,sales,medium
6568,13125,0.95,0.96,3,220,3,0,0,0,RandD,low
6569,9744,0.5,0.48,2,106,2,0,0,0,support,high
6570,453,0.1,0.87,6,286,4,0,1,0,IT,medium
6571,14534,0.61,0.47,2,253,3,0,1,0,sales,low
6572,9810,0.57,0.46,3,167,4,0,0,0,technical,medium
6573,951,0.09,0.9,7,289,5,0,1,0,technical,low
6574,13346,0.75,0.85,3,250,6,0,0,0,technical,medium
6575,7203,0.82,0.75,4,224,3,0,0,0,sales,low
6576,9907,0.82,0.85,5,195,4,0,0,0,technical,low
6577,9573,0.59,0.79,2,195,3,0,0,0,hr,low
6578,11639,0.91,0.61,4,135,10,0,0,0,accounting,medium
6579,7821,0.12,0.84,4,218,6,0,0,0,technical,medium
6580,11530,0.97,0.57,3,164,10,0,0,0,management,high
6581,5944,0.68,0.92,3,226,2,0,0,0,IT,high
6582,8169,0.8,0.82,3,218,3,0,0,0,sales,low
6583,13683,0.84,0.66,3,209,2,0,0,0,sales,low
6584,6333,0.98,0.53,6,253,4,0,0,0,RandD,medium
6585,12736,0.83,0.99,5,258,5,0,1,0,support,high
6586,3797,0.48,0.65,3,199,2,0,0,0,technical,low
6587,2672,0.97,0.8,3,169,3,0,0,0,marketing,low
6588,7708,0.55,0.97,4,162,3,0,0,0,RandD,low
6589,5502,0.5,0.74,4,246,3,0,0,0,management,medium
6590,3520,0.64,0.86,5,274,2,1,0,0,sales,low
6591,11774,0.93,0.5,5,272,3,0,0,0,sales,low
6592,14323,0.09,0.85,6,289,4,0,1,0,hr,high
6593,13664,0.82,0.51,2,268,2,0,0,0,management,high
6594,7348,0.3,0.47,6,141,6,0,0,0,sales,low
6595,11335,0.79,0.73,2,147,2,0,0,0,technical,medium
6596,12144,0.37,0.47,2,152,3,0,1,0,product_mng,low
6597,5324,0.62,0.64,5,150,3,1,0,0,technical,medium
6598,7433,1.0,0.97,5,141,2,0,0,0,accounting,medium
6599,7647,0.81,0.84,3,216,3,0,0,0,sales,medium
6600,11508,0.93,0.74,5,248,8,1,0,0,support,low
6601,7982,0.57,0.89,4,255,3,1,0,0,technical,low
6602,12920,0.56,0.41,5,152,3,0,0,0,sales,medium
6603,7083,0.26,0.73,4,178,6,0,0,0,technical,low
6604,14988,0.9,0.7,5,206,4,0,1,0,technical,low
6605,9796,0.57,0.59,4,197,3,0,0,0,sales,low
6606,6747,0.85,0.97,4,104,5,0,0,0,accounting,low
6607,39,0.11,0.89,6,306,4,0,1,0,technical,low
6608,11554,0.96,0.55,3,164,3,0,0,0,sales,medium
6609,2776,0.5,0.95,5,194,3,0,0,0,sales,low
6610,13984,0.84,0.5,4,178,2,0,0,0,sales,low
6611,4857,0.77,0.96,6,225,4,0,0,0,support,medium
6612,5796,0.15,0.52,4,207,4,0,0,0,product_mng,medium
6613,6029,0.21,0.94,3,287,5,0,0,0,RandD,high
6614,5126,0.98,0.99,3,253,4,0,0,0,sales,medium
6615,2084,0.25,0.65,5,220,3,0,0,0,sales,low
6616,6340,0.8,0.97,4,232,2,0,0,0,management,low
6617,9130,0.72,0.91,3,267,2,0,0,0,support,low
6618,12116,0.37,0.48,2,137,3,0,1,0,technical,medium
6619,13058,0.48,0.51,3,136,3,0,0,0,marketing,low
6620,7928,0.76,0.98,4,191,2,0,0,0,product_mng,medium
6621,2932,0.42,0.73,4,208,5,0,0,0,accounting,low
6622,4075,0.68,0.81,5,266,2,0,0,0,accounting,medium
6623,7455,0.49,0.57,4,141,3,0,0,0,support,medium
6624,2502,0.64,0.69,3,207,2,1,0,0,IT,low
6625,3752,0.93,0.86,4,169,4,0,0,0,sales,low
6626,11191,0.28,0.89,4,97,6,0,0,0,management,low
6627,14696,0.38,0.52,2,145,3,0,1,0,sales,low
6628,14453,0.37,0.46,2,156,3,0,1,0,sales,low
6629,2711,0.9,0.47,2,107,6,1,0,0,technical,low
6630,10117,0.99,0.55,3,97,6,1,0,0,technical,medium
6631,3329,0.79,0.59,3,145,2,0,0,0,support,low
6632,8891,0.58,0.61,4,200,3,0,0,0,technical,low
6633,7966,0.9,0.66,5,137,2,0,0,0,accounting,low
6634,8487,0.78,0.82,4,142,2,1,0,0,sales,low
6635,880,0.82,0.97,5,263,5,0,1,0,technical,medium
6636,5828,0.43,0.93,6,127,3,1,0,0,sales,medium
6637,6864,0.65,0.97,3,171,3,0,0,0,IT,medium
6638,10883,0.94,0.59,4,241,2,0,0,0,technical,low
6639,7828,0.59,0.62,4,205,3,0,0,0,technical,medium
6640,8245,0.71,0.73,3,274,3,0,0,0,marketing,low
6641,271,0.44,0.51,2,127,3,0,1,0,technical,medium
6642,8201,0.21,0.49,3,253,3,0,0,0,hr,low
6643,8173,0.77,0.74,6,247,3,0,0,0,management,low
6644,11318,0.96,0.83,3,177,4,0,0,0,technical,low
6645,14807,0.09,0.87,5,263,4,0,1,0,IT,low
6646,6573,0.36,0.74,6,280,3,0,0,0,sales,low
6647,8711,0.71,0.8,2,146,4,0,0,0,marketing,low
6648,10386,0.99,0.5,4,173,3,0,0,0,management,low
6649,8768,0.89,0.9,3,231,3,0,0,0,IT,medium
6650,14409,0.1,0.91,6,287,4,0,1,0,technical,low
6651,11154,0.37,0.69,2,146,3,0,0,0,support,medium
6652,190,0.44,0.51,2,156,3,0,1,0,technical,high
6653,12291,0.4,0.46,2,128,3,0,1,0,management,low
6654,14370,0.39,0.5,2,136,3,0,1,0,management,low
6655,5692,0.74,0.75,4,149,3,0,0,0,technical,low
6656,11196,0.47,0.79,3,284,10,0,0,0,sales,low
6657,2832,0.49,0.96,3,140,3,0,0,0,marketing,medium
6658,12487,0.38,0.49,2,135,3,0,1,0,accounting,low
6659,10759,0.51,0.52,5,261,3,1,0,0,RandD,low
6660,13104,0.64,0.91,3,165,3,1,0,0,support,low
6661,729,0.43,0.49,2,160,3,0,1,0,technical,medium
6662,13217,0.19,0.83,5,280,4,0,0,0,RandD,low
6663,861,0.79,1.0,4,218,5,0,1,0,sales,low
6664,2991,0.74,0.48,5,144,3,0,0,0,sales,medium
6665,11939,0.15,0.74,6,144,7,0,0,1,management,high
6666,132,0.38,0.57,2,140,3,0,1,0,support,low
6667,13139,0.49,0.52,3,156,2,0,0,0,sales,low
6668,9123,0.8,0.85,4,239,3,0,0,0,technical,medium
6669,4342,0.47,0.5,4,159,2,0,0,0,product_mng,low
6670,8841,0.74,0.9,4,189,2,0,0,0,IT,medium
6671,4458,0.6,0.84,2,221,3,0,0,0,accounting,low
6672,4607,0.82,0.68,3,140,2,0,0,0,sales,low
6673,4576,0.71,0.74,3,202,2,0,0,0,RandD,medium
6674,9846,0.69,0.94,5,259,2,0,0,0,IT,medium
6675,4623,0.97,0.68,3,185,2,0,0,0,technical,medium
6676,10458,0.52,0.98,4,165,2,0,0,0,sales,low
6677,3737,0.66,0.64,4,204,2,0,0,0,RandD,low
6678,10785,0.13,0.62,5,268,3,0,0,0,sales,medium
6679,2642,0.87,0.68,4,246,2,0,0,0,support,medium
6680,4883,0.84,0.8,3,151,3,1,0,0,RandD,low
6681,8598,0.71,0.65,3,190,3,0,0,0,support,low
6682,6533,0.75,0.79,4,176,4,1,0,0,support,medium
6683,3853,0.84,0.73,3,146,5,1,0,0,technical,high
6684,5088,0.54,0.93,5,189,2,0,0,0,support,medium
6685,12269,0.38,0.56,2,156,3,0,1,0,technical,low
6686,9228,0.17,0.81,5,280,4,0,0,0,product_mng,medium
6687,7996,0.7,0.85,3,161,2,0,0,0,technical,medium
6688,5775,0.95,0.78,5,246,3,0,0,0,support,low
6689,3623,0.61,0.94,3,224,4,0,0,0,technical,medium
6690,12706,0.45,0.54,2,152,3,0,1,0,sales,low
6691,1880,0.43,0.54,2,142,3,0,1,0,support,low
6692,11654,0.65,0.82,5,265,3,0,0,0,IT,low
6693,10338,0.9,0.66,3,256,4,0,0,0,hr,low
6694,11041,0.62,0.81,3,245,2,1,0,0,hr,low
6695,12775,0.38,0.5,2,152,3,0,1,0,sales,high
6696,6717,0.62,0.68,4,251,4,0,0,0,marketing,medium
6697,12803,0.98,0.79,5,257,4,0,0,0,technical,medium
6698,2481,0.56,0.9,3,235,2,0,0,0,technical,medium
6699,12359,0.31,0.62,6,135,5,0,1,0,support,low
6700,7279,0.5,0.64,5,195,2,0,0,0,sales,low
6701,1905,0.1,0.78,5,285,4,1,1,0,RandD,medium
6702,14556,0.37,0.52,2,155,3,0,1,0,technical,medium
6703,13502,0.18,0.61,5,174,6,0,0,0,sales,medium
6704,590,0.39,0.54,2,155,3,0,1,0,support,low
6705,6308,0.7,0.87,4,252,2,1,0,0,support,low
6706,5554,0.85,0.41,2,229,6,0,0,0,technical,medium
6707,5297,0.89,0.63,4,164,3,0,0,0,hr,low
6708,6593,0.82,0.52,5,225,2,0,0,0,accounting,high
6709,11454,0.74,0.71,3,206,3,0,0,0,management,high
6710,14286,0.11,0.97,6,277,4,0,1,0,product_mng,medium
6711,1179,0.85,0.89,4,221,5,0,1,0,technical,low
6712,10620,0.19,0.72,4,102,3,0,0,0,sales,medium
6713,5811,0.84,0.91,3,247,4,0,0,0,marketing,low
6714,10074,0.23,0.87,5,258,4,1,0,0,accounting,high
6715,8398,0.74,0.56,4,254,2,0,0,0,marketing,low
6716,161,0.1,0.95,7,301,4,0,1,0,marketing,low
6717,1273,0.45,0.46,2,142,3,0,1,0,support,medium
6718,12019,0.45,0.51,2,160,3,1,1,1,sales,low
6719,7692,0.67,0.52,2,152,5,0,0,0,technical,medium
6720,9023,0.78,0.93,4,161,3,0,0,0,sales,low
6721,4272,0.52,0.86,5,168,3,0,0,0,RandD,medium
6722,3889,0.98,0.66,3,199,3,0,0,0,RandD,medium
6723,14948,0.91,0.98,4,242,6,0,1,0,support,low
6724,1019,0.36,0.47,2,136,3,0,1,0,accounting,low
6725,9894,0.85,0.65,4,162,2,0,0,0,technical,medium
6726,3680,0.84,0.53,3,237,3,1,0,0,sales,low
6727,6552,0.68,0.71,3,237,3,0,0,0,IT,low
6728,12801,0.59,0.88,3,159,2,0,0,0,technical,medium
6729,12911,0.79,0.49,3,273,3,0,0,0,sales,medium
6730,11456,0.63,0.48,4,179,3,0,0,0,marketing,low
6731,3824,0.37,0.88,4,155,3,0,0,0,sales,medium
6732,2432,0.77,0.9,4,104,5,0,0,0,product_mng,low
6733,13507,0.53,0.79,3,221,10,1,0,0,sales,medium
6734,5421,0.7,0.6,3,183,3,0,0,0,sales,low
6735,1574,0.11,0.9,5,307,4,0,1,0,support,low
6736,11256,0.99,0.66,3,181,2,0,0,0,IT,medium
6737,2812,0.87,0.91,5,268,3,0,0,0,IT,low
6738,13431,0.48,0.42,2,275,6,1,0,1,hr,medium
6739,9352,0.63,0.59,4,249,2,0,0,0,technical,low
6740,13328,0.6,0.79,4,262,3,0,0,0,sales,low
6741,6212,0.57,0.72,4,221,3,0,0,0,accounting,medium
6742,5137,0.21,0.6,5,249,4,0,0,0,sales,medium
6743,5496,0.98,0.56,3,187,3,0,0,0,RandD,medium
6744,8510,0.6,0.98,4,192,3,0,0,0,technical,low
6745,2247,0.67,0.85,3,160,4,0,0,0,hr,medium
6746,591,0.38,0.55,2,148,3,0,1,0,support,low
6747,4363,0.76,0.98,4,173,3,1,0,0,sales,low
6748,15,0.36,0.56,2,137,3,0,1,0,sales,low
6749,4216,0.25,0.62,6,271,5,0,0,0,sales,low
6750,14049,0.7,0.95,3,158,2,0,0,0,product_mng,medium
6751,11024,0.79,0.82,4,220,3,0,0,0,sales,medium
6752,5840,0.36,0.4,4,114,4,1,0,0,technical,low
6753,6698,0.55,0.72,4,273,3,0,0,0,technical,low
6754,8551,0.99,0.58,4,183,3,0,0,0,marketing,low
6755,11385,0.43,0.38,3,119,2,0,0,0,sales,low
6756,12668,0.91,0.97,4,274,6,0,1,0,technical,low
6757,10284,0.48,0.98,3,257,2,0,0,0,support,medium
6758,12490,0.76,0.88,4,206,4,0,1,0,hr,medium
6759,4192,0.61,0.64,3,245,2,0,0,0,product_mng,medium
6760,14591,0.77,0.93,4,231,5,0,1,0,hr,medium
6761,3182,0.65,0.7,4,157,4,0,0,0,support,medium
6762,4886,0.7,0.74,4,247,2,0,0,0,sales,low
6763,10031,0.66,0.74,4,179,3,0,0,0,accounting,low
6764,14936,0.4,0.49,2,143,3,0,1,0,product_mng,medium
6765,12794,0.62,0.5,4,156,2,0,0,0,support,medium
6766,4761,0.7,0.55,3,253,2,1,0,0,accounting,low
6767,4924,0.77,0.88,2,169,3,0,0,0,technical,medium
6768,1899,0.44,0.53,2,155,3,0,1,0,product_mng,medium
6769,4189,0.96,0.7,5,184,2,1,0,0,product_mng,medium
6770,10014,0.49,0.85,3,250,2,0,0,0,sales,medium
6771,12066,0.81,0.7,6,161,4,0,1,0,IT,medium
6772,6147,0.35,0.59,3,281,2,0,0,0,technical,medium
6773,13190,0.81,0.55,3,199,2,1,0,0,IT,medium
6774,5177,0.79,0.72,4,192,3,0,0,0,IT,low
6775,11071,0.86,0.91,4,253,3,0,0,0,IT,low
6776,5355,0.65,0.7,3,231,3,0,0,0,sales,medium
6777,4513,0.54,0.92,4,228,3,0,0,1,marketing,medium
6778,10625,0.51,0.87,2,130,4,0,0,0,sales,medium
6779,10025,0.85,0.56,3,199,4,0,0,0,sales,low
6780,10847,0.48,0.51,3,136,3,0,0,0,marketing,low
6781,4615,0.84,0.55,3,135,3,0,0,0,hr,medium
6782,8873,0.58,0.77,4,190,6,0,0,0,sales,high
6783,1671,0.44,0.57,2,141,3,0,1,0,product_mng,medium
6784,6513,0.23,0.74,5,219,4,0,0,0,sales,medium
6785,8147,0.52,0.67,4,216,3,0,0,0,support,medium
6786,1584,0.73,0.91,4,247,5,0,1,0,support,medium
6787,8590,0.78,0.78,3,135,3,0,0,0,technical,low
6788,7429,0.86,0.95,4,184,3,0,0,0,sales,low
6789,7423,0.89,0.53,4,208,3,0,0,0,sales,high
6790,9585,0.46,0.54,3,183,4,0,0,0,technical,medium
6791,2358,0.75,0.9,5,186,4,0,0,0,product_mng,low
6792,249,0.87,0.91,4,228,5,0,1,0,sales,low
6793,7032,0.44,0.68,5,209,4,0,0,0,marketing,medium
6794,11127,0.25,0.9,6,229,8,0,0,0,sales,medium
6795,56,0.37,0.46,2,140,3,0,1,0,support,low
6796,1462,0.42,0.53,2,142,3,0,1,0,sales,low
6797,11468,0.55,0.67,3,150,2,0,0,1,sales,low
6798,9135,0.91,0.66,5,212,3,0,0,0,support,low
6799,6663,0.62,0.75,4,216,2,0,0,0,sales,low
6800,3488,0.14,0.46,2,267,6,1,0,0,support,low
6801,12109,0.71,0.87,3,177,4,0,1,0,hr,medium
6802,11112,0.94,0.73,4,204,2,0,0,0,sales,low
6803,12409,0.91,0.92,4,246,5,0,1,0,sales,low
6804,6521,0.2,0.7,4,221,5,0,0,0,hr,medium
6805,4455,0.81,0.61,4,142,4,0,0,0,sales,low
6806,11058,0.95,0.53,3,174,3,0,0,0,support,medium
6807,8542,0.5,0.84,3,259,2,0,0,0,product_mng,high
6808,2264,0.91,0.97,3,167,2,0,0,0,support,low
6809,3081,0.76,0.51,4,242,3,0,0,0,sales,medium
6810,13914,0.87,0.9,3,174,2,0,0,0,IT,low
6811,10828,0.65,0.98,3,252,2,0,0,0,product_mng,high
6812,14890,0.36,0.51,2,130,3,0,1,0,sales,low
6813,1788,0.45,0.57,2,138,3,0,1,0,hr,medium
6814,14202,0.49,0.49,4,212,7,0,0,0,product_mng,medium
6815,12727,0.45,0.46,2,153,3,1,1,0,technical,medium
6816,1637,0.36,0.49,2,133,3,0,1,0,hr,medium
6817,6878,0.74,0.94,4,255,4,0,0,0,marketing,medium
6818,2273,0.97,0.88,3,204,2,0,0,0,management,low
6819,12717,0.43,0.47,2,131,3,0,1,0,accounting,low
6820,10077,0.71,0.81,2,182,3,0,0,0,management,high
6821,9334,1.0,0.85,4,156,3,0,0,0,sales,low
6822,5160,0.65,0.66,5,165,3,0,0,0,support,medium
6823,2594,0.57,0.9,3,256,4,0,0,0,RandD,low
6824,907,0.1,0.78,7,286,4,0,1,0,product_mng,low
6825,4570,0.55,0.62,5,226,3,0,0,0,IT,medium
6826,12330,0.44,0.48,2,148,3,0,1,0,sales,low
6827,11532,0.67,0.72,2,134,10,0,0,0,management,high
6828,9756,0.67,0.7,4,222,3,0,0,0,management,low
6829,9435,0.81,0.44,4,166,4,1,0,0,support,low
6830,1570,0.37,0.48,2,153,3,0,1,0,technical,low
6831,207,0.77,0.99,5,228,5,0,1,0,support,low
6832,13039,0.65,0.98,3,252,2,0,0,0,product_mng,high
6833,6504,0.59,0.57,4,197,2,0,0,0,sales,medium
6834,13384,0.67,0.52,4,207,3,0,0,0,IT,medium
6835,8434,0.54,0.53,4,245,2,0,0,0,technical,low
6836,12834,0.6,0.49,3,239,2,0,0,0,sales,medium
6837,12436,0.41,0.47,2,135,3,0,1,0,support,low
6838,3115,0.3,0.64,2,137,3,0,0,0,management,high
6839,3573,0.82,0.59,3,249,3,0,0,0,IT,medium
6840,4517,0.89,0.49,5,165,6,0,0,0,sales,low
6841,6091,0.54,0.75,4,199,2,0,0,0,management,medium
6842,11198,0.5,0.48,4,130,10,0,0,0,sales,high
6843,3022,0.75,1.0,4,135,4,0,0,0,technical,low
6844,279,0.09,0.78,6,254,4,0,1,0,support,low
6845,12694,0.1,0.83,6,278,4,0,1,0,marketing,medium
6846,5183,0.66,0.61,3,260,3,0,0,0,IT,low
6847,1676,0.09,0.93,6,255,4,0,1,0,RandD,medium
6848,6957,0.79,0.75,4,168,3,0,0,0,sales,high
6849,7115,0.96,0.83,3,234,3,0,0,0,sales,low
6850,4238,0.62,0.7,5,270,3,0,0,0,technical,high
6851,6495,0.83,0.55,3,257,2,0,0,0,marketing,low
6852,5747,0.55,0.6,4,176,3,0,0,0,sales,medium
6853,5642,0.38,0.92,5,238,2,0,0,0,product_mng,low
6854,1961,0.37,0.53,2,143,3,0,1,0,support,low
6855,14458,0.37,0.48,2,159,3,0,1,0,sales,low
6856,3518,0.53,0.98,2,163,3,0,0,0,marketing,low
6857,9885,0.91,0.83,4,235,3,0,0,0,technical,low
6858,10493,0.51,0.94,5,260,4,0,0,0,technical,low
6859,8920,0.62,0.64,3,165,3,0,0,0,IT,high
6860,3713,0.94,0.95,4,155,3,0,0,0,support,medium
6861,266,0.84,0.93,4,251,5,0,1,0,technical,medium
6862,3248,0.67,0.61,3,202,2,0,0,0,technical,medium
6863,6343,0.58,0.78,5,211,3,1,0,0,marketing,low
6864,1824,0.1,0.89,6,280,4,0,1,0,product_mng,medium
6865,9313,0.59,0.75,4,266,3,0,0,0,accounting,medium
6866,937,0.1,0.95,7,301,4,0,1,0,sales,low
6867,10138,0.93,0.48,3,276,3,0,0,0,IT,low
6868,1678,0.39,0.54,2,149,3,0,1,0,RandD,low
6869,1129,0.1,0.89,5,270,4,0,1,0,IT,medium
6870,14837,0.78,0.98,5,263,6,0,1,0,sales,low
6871,3313,0.82,0.65,4,210,2,0,0,0,accounting,medium
6872,6406,0.88,0.84,4,170,2,0,0,0,RandD,medium
6873,8493,0.26,0.91,6,113,2,0,0,0,sales,medium
6874,13978,0.76,0.85,3,192,3,0,0,0,marketing,low
6875,1186,0.43,0.49,2,135,3,0,1,0,technical,low
6876,1790,0.41,0.46,2,150,3,1,1,0,hr,low
6877,11875,0.73,0.9,3,274,2,0,0,0,support,high
6878,11481,0.61,0.6,3,255,2,0,0,0,RandD,medium
6879,9127,0.64,0.91,4,150,3,0,0,0,technical,low
6880,11178,0.85,0.81,4,260,3,0,0,0,product_mng,medium
6881,7147,0.5,0.5,4,184,3,0,0,0,support,high
6882,7184,0.91,0.58,3,257,3,0,0,0,marketing,medium
6883,14349,0.42,0.48,2,129,3,0,1,0,management,low
6884,11227,0.57,1.0,4,227,10,0,0,0,technical,low
6885,7849,0.94,0.73,5,142,2,1,0,0,IT,high
6886,12900,0.76,0.74,4,261,3,0,0,0,technical,medium
6887,11310,0.55,0.4,3,158,3,0,0,0,hr,low
6888,4296,0.51,0.5,5,251,3,1,0,0,sales,low
6889,8554,0.56,0.44,2,130,3,0,0,0,support,low
6890,2897,0.6,0.99,3,187,2,0,0,0,RandD,low
6891,10258,0.64,0.96,3,274,3,0,0,0,accounting,low
6892,7944,0.95,0.57,2,263,3,0,0,0,marketing,low
6893,10402,0.99,0.9,4,175,3,1,0,0,sales,high
6894,13434,0.97,0.84,4,177,6,0,0,0,technical,low
6895,2394,0.33,0.4,4,212,2,1,0,0,accounting,low
6896,1185,0.46,0.45,2,143,3,0,1,0,technical,low
6897,12624,0.36,0.52,2,146,3,0,1,0,sales,medium
6898,14778,0.11,0.79,7,310,4,0,1,0,hr,low
6899,1699,0.1,0.8,6,292,4,0,1,0,sales,medium
6900,434,0.87,0.84,4,264,6,0,1,0,support,low
6901,4395,0.81,0.84,4,143,2,0,0,0,technical,medium
6902,1881,0.76,0.87,5,262,5,0,1,0,support,low
6903,6210,0.48,0.87,3,221,2,0,0,0,sales,medium
6904,11158,0.52,0.63,3,204,3,0,0,0,technical,medium
6905,5973,0.84,0.61,3,253,2,0,0,0,sales,medium
6906,1335,0.44,0.53,2,147,3,0,1,0,technical,low
6907,9933,0.17,0.89,5,261,5,0,0,0,marketing,medium
6908,14611,0.1,0.87,6,250,4,0,1,0,sales,low
6909,14006,0.61,0.89,4,242,2,0,0,0,management,medium
6910,7030,0.22,0.61,6,237,5,0,0,0,marketing,high
6911,8642,0.54,0.65,5,206,4,1,0,0,sales,low
6912,14776,0.41,0.53,2,157,3,0,1,0,accounting,low
6913,7486,0.58,0.5,3,208,3,0,0,0,management,medium
6914,7554,0.84,0.45,3,263,2,0,0,0,RandD,low
6915,12104,0.09,0.94,7,267,4,0,1,0,sales,medium
6916,4371,0.9,0.77,4,236,3,0,0,0,sales,low
6917,7436,0.23,0.46,4,274,5,1,0,0,hr,medium
6918,3517,0.87,0.98,4,173,3,0,0,0,marketing,low
6919,5581,0.88,0.71,5,246,3,0,0,0,marketing,medium
6920,3162,1.0,0.59,4,174,3,0,0,0,hr,low
6921,7837,0.76,0.71,3,205,2,0,0,0,support,medium
6922,8061,0.75,0.99,5,189,3,0,0,0,support,low
6923,12322,0.82,0.84,5,244,5,0,1,0,sales,low
6924,14245,0.45,0.55,2,140,3,0,1,0,hr,low
6925,1060,0.7,0.93,2,310,3,0,1,0,product_mng,low
6926,3820,0.62,0.63,3,230,2,0,0,0,management,medium
6927,9579,0.55,0.95,4,249,4,0,0,0,technical,medium
6928,1923,0.42,0.52,2,134,3,0,1,0,sales,low
6929,13477,0.18,0.75,3,142,2,0,0,0,product_mng,low
6930,10650,0.62,0.64,4,163,3,0,0,0,technical,low
6931,9758,0.85,0.65,4,280,3,1,0,0,IT,medium
6932,3765,0.8,0.68,4,157,3,0,0,0,sales,medium
6933,7938,0.49,0.99,4,258,3,1,0,0,sales,low
6934,4207,0.8,0.77,3,171,2,0,0,0,marketing,medium
6935,11975,0.82,0.58,5,263,8,0,0,0,IT,medium
6936,14448,0.4,0.53,2,151,3,0,1,0,marketing,low
6937,13828,0.62,0.4,3,158,8,1,0,0,marketing,low
6938,6416,0.95,0.37,4,285,3,0,0,0,management,low
6939,13449,0.24,0.5,4,282,4,1,0,0,support,low
6940,12246,0.45,0.46,2,155,3,0,1,0,sales,low
6941,11467,0.68,0.4,3,213,5,1,0,1,sales,low
6942,13906,0.16,0.96,5,137,5,1,0,0,technical,low
6943,1283,0.81,0.81,4,218,5,1,1,0,IT,low
6944,14660,0.36,0.48,2,159,3,0,1,0,product_mng,low
6945,10604,0.64,0.6,3,135,3,0,0,0,RandD,low
6946,7256,0.51,0.5,5,176,5,0,0,0,support,medium
6947,14,0.41,0.55,2,148,3,0,1,0,sales,low
6948,2886,0.68,0.84,3,239,2,0,0,0,management,medium
6949,13199,0.54,0.73,3,157,3,0,0,0,RandD,low
6950,12758,0.38,0.55,2,151,3,0,1,0,sales,low
6951,1768,0.78,0.95,4,260,5,0,1,0,sales,low
6952,9515,0.9,0.87,3,220,3,0,0,0,support,low
6953,3826,0.9,0.51,4,214,2,0,0,0,sales,low
6954,5986,0.62,0.96,5,251,2,0,0,0,hr,high
6955,415,0.91,0.97,5,233,5,0,1,0,hr,medium
6956,885,0.38,0.5,2,153,3,0,1,0,support,medium
6957,13481,0.7,0.56,4,214,3,0,0,1,management,medium
6958,12120,0.4,0.46,2,132,3,0,1,0,technical,low
6959,5076,0.98,0.42,5,226,3,0,0,0,technical,low
6960,12966,0.7,0.73,4,182,3,0,0,0,IT,medium
6961,9173,0.29,0.43,6,175,3,0,0,0,sales,low
6962,14569,0.37,0.54,2,149,3,0,1,0,support,low
6963,6656,0.95,0.49,4,178,2,0,0,0,sales,low
6964,5051,0.74,0.8,4,241,2,0,0,0,sales,medium
6965,6336,0.8,0.81,5,143,2,0,0,0,sales,medium
6966,2075,0.45,0.66,3,111,4,0,0,0,sales,low
6967,6141,0.98,0.77,4,184,3,0,0,0,hr,medium
6968,6479,0.59,0.83,3,240,3,1,0,0,product_mng,medium
6969,6469,0.41,0.96,5,167,3,1,0,0,technical,low
6970,12048,0.57,0.7,3,273,6,0,1,0,support,low
6971,9245,0.15,0.69,6,213,6,0,0,0,sales,low
6972,6375,0.69,0.97,5,240,4,0,0,0,technical,medium
6973,3405,0.74,0.91,2,264,3,0,0,0,support,low
6974,2755,0.53,0.81,3,253,3,0,0,0,marketing,medium
6975,7043,0.53,0.97,3,189,3,0,0,0,sales,low
6976,11413,0.5,1.0,4,258,3,0,0,0,sales,medium
6977,7452,0.7,0.6,3,267,3,0,0,0,support,medium
6978,10831,0.59,0.39,5,200,4,0,0,0,product_mng,medium
6979,5594,0.57,0.92,3,238,2,0,0,0,sales,medium
